SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
GONGOLGON,2018-07-01,"210677.56097560973","41",2018/07/01,"41",210677.56
SOUTH PAMBULA,2020-07-01,"210673.45132743355","226",2020/07/01,"226",210673.45
WOODRISING,2020-07-01,"210661.21212121204","429",2020/07/01,"429",210661.21
SWAN CREEK,2016-07-01,"210624.44444444447","45",2016/07/01,"45",210624.44
TOORMINA,2017-07-01,"210603.27929597028","2159",2017/07/01,"2159",210603.28
GUMMA,2019-07-01,"210579.95726495728","234",2019/07/01,"234",210579.96
JINDERA,2018-07-01,"210577.11451758334","1109",2018/07/01,"1109",210577.11
VERONA,2016-07-01,"210570.20833333334","144",2016/07/01,"144",210570.21
UPPER HORSESHOE CREEK,2016-07-01,"210488.23529411765","51",2016/07/01,"51",210488.24
MOORLAND,2016-07-01,"210479.41634241244","257",2016/07/01,"257",210479.42
NORTH BOURKE,2019-07-01,"210435.49295774644","142",2019/07/01,"142",210435.49
MALUA BAY,2016-07-01,"210409.33536585356","1640",2016/07/01,"1640",210409.34
CAMBERWELL,2016-07-01,"210321.06382978728","94",2016/07/01,"94",210321.06
PAMBULA,2019-07-01,"210300.81932773106","476",2019/07/01,"476",210300.82
KITCHENER,2018-07-01,"210270.59999999998","250",2018/07/01,"250",210270.60
SOUTH WEST ROCKS,2017-07-01,"210262.76561844849","2385",2017/07/01,"2385",210262.77
GROWEE,2018-07-01,"210200","15",2018/07/01,"15",210200.00
MALONEYS BEACH,2016-07-01,"210150.37593984968","266",2016/07/01,"266",210150.38
NEWEE CREEK,2019-07-01,"210148.48623853209","218",2019/07/01,"218",210148.49
LEMON TREE PASSAGE,2019-07-01,"210140.2162565249","1341",2019/07/01,"1341",210140.22
KEARSLEY,2020-07-01,"210138.87005649717","354",2020/07/01,"354",210138.87
CORANGULA,2018-07-01,"210117.64705882352","17",2018/07/01,"17",210117.65
CORANGULA,2019-07-01,"210117.64705882352","17",2019/07/01,"17",210117.65
WARDS RIVER,2017-07-01,"210095.3846153846","130",2017/07/01,"130",210095.38
BUNGAWALBIN,2019-07-01,"210041.31868131869","91",2019/07/01,"91",210041.32
WONBOYN NORTH,2017-07-01,"210000","3",2017/07/01,"3",210000.00
TINDAREY,2017-07-01,"209997.93103448278","29",2017/07/01,"29",209997.93
SMITHS LAKE,2020-07-01,"209977.80743565282","1049",2020/07/01,"1049",209977.81
HOLLISDALE,2017-07-01,"209942.92682926828","41",2017/07/01,"41",209942.93
TALARM,2019-07-01,"209932.41071428571","112",2019/07/01,"112",209932.41
MUSWELLBROOK,2017-07-01,"209915.40734962741","5769",2017/07/01,"5769",209915.41
BOGAN GATE,2018-07-01,"209847.29166666663","240",2018/07/01,"240",209847.29
HOWARDS GRASS,2017-07-01,"209837.20930232556","43",2017/07/01,"43",209837.21
SPRING GROVE,2016-07-01,"209819.47089947091","189",2016/07/01,"189",209819.47
WALLAGOOT,2018-07-01,"209802.77777777775","288",2018/07/01,"288",209802.78
CLEARFIELD,2019-07-01,"209794.44444444444","18",2019/07/01,"18",209794.44
MORUYA,2018-07-01,"209768.84064458386","2234",2018/07/01,"2234",209768.84
NUMBLA VALE,2019-07-01,"209755.71428571429","63",2019/07/01,"63",209755.71
COOLABAH,2018-07-01,"209752.24038461538","104",2018/07/01,"104",209752.24
BUANGLA,2016-07-01,"209750","4",2016/07/01,"4",209750.00
BRAY PARK,2020-07-01,"209696.0289855072","345",2020/07/01,"345",209696.03
QUANDIALLA,2017-07-01,"209670.32407407407","216",2017/07/01,"216",209670.32
BILLYWILLINGA,2019-07-01,"209665.45454545456","88",2019/07/01,"88",209665.45
LOWER PAPPINBARRA,2018-07-01,"209624.39024390245","41",2018/07/01,"41",209624.39
KIAH,2020-07-01,"209598.03921568624","102",2020/07/01,"102",209598.04
JOHNS RIVER,2017-07-01,"209559.94082840238","169",2017/07/01,"169",209559.94
LOWER BOTTLE CREEK,2016-07-01,"209457.14285714287","21",2016/07/01,"21",209457.14
PEACOCK CREEK,2017-07-01,"209455.55555555556","18",2017/07/01,"18",209455.56
MOORE CREEK,2017-07-01,"209453.38645418323","1004",2017/07/01,"1004",209453.39
COXS CROWN,2019-07-01,"209416.66666666669","12",2019/07/01,"12",209416.67
STOCKINBINGAL,2016-07-01,"209398.69565217392","253",2016/07/01,"253",209398.70
KIAH,2019-07-01,"209387.25490196084","102",2019/07/01,"102",209387.25
BELOKA,2018-07-01,"209332.85714285716","14",2018/07/01,"14",209332.86
FAIRY HILL,2016-07-01,"209313.71428571429","175",2016/07/01,"175",209313.71
YETHOLME,2016-07-01,"209293.6507936508","126",2016/07/01,"126",209293.65
CLIFDEN,2018-07-01,"209160.76923076922","13",2018/07/01,"13",209160.77
GREIGS FLAT,2016-07-01,"209127.01030927835","97",2016/07/01,"97",209127.01
NAROOMA,2016-07-01,"209114.23956931374","1486",2016/07/01,"1486",209114.24
NIMMO,2016-07-01,"209089.47368421053","19",2016/07/01,"19",209089.47
AVONSIDE,2016-07-01,"209047.39726027398","73",2016/07/01,"73",209047.40
KENDALL,2019-07-01,"209012.27106227115","546",2019/07/01,"546",209012.27
MAITLAND,2017-07-01,"209003.23486088373","1222",2017/07/01,"1222",209003.23
LISMORE,2019-07-01,"208993.53397508492","1766",2019/07/01,"1766",208993.53
GILLIESTON HEIGHTS,2020-07-01,"208973.50696547545","1651",2020/07/01,"1651",208973.51
CONDONG,2016-07-01,"208934.47204968944","161",2016/07/01,"161",208934.47
STRATFORD,2018-07-01,"208924.18367346935","98",2018/07/01,"98",208924.18
BURONGA,2020-07-01,"208878.02469135806","648",2020/07/01,"648",208878.02
MILKERS FLAT,2016-07-01,"208821.42857142858","7",2016/07/01,"7",208821.43
CAERLEON,2019-07-01,"208816.46017699115","113",2019/07/01,"113",208816.46
ULMARRA,2019-07-01,"208808.44155844161","385",2019/07/01,"385",208808.44
UPPER LANSDOWNE,2016-07-01,"208797.3282442748","262",2016/07/01,"262",208797.33
NEMINGHA,2020-07-01,"208749.55882352931","340",2020/07/01,"340",208749.56
JIGGI,2016-07-01,"208747.48251748251","143",2016/07/01,"143",208747.48
YOOGALI,2020-07-01,"208742.22024866784","563",2020/07/01,"563",208742.22
GOROKAN,2016-07-01,"208707.3236834","3247",2016/07/01,"3247",208707.32
ULMARRA,2020-07-01,"208679.87012987011","385",2020/07/01,"385",208679.87
GOULBURN,2018-07-01,"208611.24132758286","10666",2018/07/01,"10666",208611.24
WINIFRED,2018-07-01,"208583.94736842107","38",2018/07/01,"38",208583.95
STROUD,2017-07-01,"208559.92233009706","515",2017/07/01,"515",208559.92
ISABELLA,2017-07-01,"208532.39583333334","96",2017/07/01,"96",208532.40
GOOBARRAGANDRA,2018-07-01,"208522.07317073172","82",2018/07/01,"82",208522.07
KEARSLEY,2019-07-01,"208507.2316384181","354",2019/07/01,"354",208507.23
THORNTON,2016-07-01,"208505.84573002762","3993",2016/07/01,"3993",208505.85
GREEN PIGEON,2016-07-01,"208488.66666666672","90",2016/07/01,"90",208488.67
COOLAMON,2020-07-01,"208434.13445378159","1190",2020/07/01,"1190",208434.13
MILLINGANDI,2016-07-01,"208413.62573099413","171",2016/07/01,"171",208413.63
JONES BRIDGE,2016-07-01,"208400","13",2016/07/01,"13",208400.00
LISTON,2018-07-01,"208375.54471544715","123",2018/07/01,"123",208375.54
GROSSES PLAIN,2016-07-01,"208366.66666666666","30",2016/07/01,"30",208366.67
REEDY SWAMP,2018-07-01,"208342.85714285716","35",2018/07/01,"35",208342.86
GOL GOL,2019-07-01,"208333.88773388765","962",2019/07/01,"962",208333.89
QUEENS PINCH,2017-07-01,"208305","20",2017/07/01,"20",208305.00
CHINNOCK,2017-07-01,"208281.25","16",2017/07/01,"16",208281.25
METFORD,2020-07-01,"208277.479324403","1717",2020/07/01,"1717",208277.48
MYRTLE MOUNTAIN,2019-07-01,"208266","50",2019/07/01,"50",208266.00
MYRTLE MOUNTAIN,2020-07-01,"208266","50",2020/07/01,"50",208266.00
WAUCHOPE,2018-07-01,"208211.40870837888","2733",2018/07/01,"2733",208211.41
PERTHVILLE,2017-07-01,"208148.13953488372","258",2017/07/01,"258",208148.14
DELEGATE,2020-07-01,"208128.58858858858","333",2020/07/01,"333",208128.59
NUMBER ONE,2016-07-01,"208086.66666666666","30",2016/07/01,"30",208086.67
EGLINTON,2018-07-01,"208009.82378854617","1135",2018/07/01,"1135",208009.82
DEEP CREEK,2017-07-01,"208008.13953488372","86",2017/07/01,"86",208008.14
KUNDABUNG,2019-07-01,"207944.81481481486","270",2019/07/01,"270",207944.81
GUMMA,2018-07-01,"207922.850877193","228",2018/07/01,"228",207922.85
BOLARO,2018-07-01,"207891.63636363635","55",2018/07/01,"55",207891.64
COFFEE CAMP,2017-07-01,"207877.47126436781","87",2017/07/01,"87",207877.47
GONGOLGON,2017-07-01,"207850.76923076922","39",2017/07/01,"39",207850.77
MINORE,2016-07-01,"207803.661971831","71",2016/07/01,"71",207803.66
SOUTHGATE,2016-07-01,"207769.12621359222","103",2016/07/01,"103",207769.13
BRIMBIN,2016-07-01,"207739.14285714284","35",2016/07/01,"35",207739.14
LONG BEACH,2017-07-01,"207714.76696647573","1223",2017/07/01,"1223",207714.77
COUNTEGANY,2018-07-01,"207667.30769230769","52",2018/07/01,"52",207667.31
RAGLAN,2020-07-01,"207639.26213592233","515",2020/07/01,"515",207639.26
HARGRAVES,2020-07-01,"207536.049822064","281",2020/07/01,"281",207536.05
CAMBRIDGE PLATEAU,2016-07-01,"207500","2",2016/07/01,"2",207500.00
WOODSIDE,2020-07-01,"207495.29411764705","85",2020/07/01,"85",207495.29
LOCKHART,2018-07-01,"207422.72401433691","837",2018/07/01,"837",207422.72
NATTAI,2016-07-01,"207331.07894736849","38",2016/07/01,"38",207331.08
TALARM,2018-07-01,"207328.1981981982","111",2018/07/01,"111",207328.20
CAPERTEE,2017-07-01,"207319.20187793433","213",2017/07/01,"213",207319.20
RAWORTH,2016-07-01,"207296.99033149169","724",2016/07/01,"724",207296.99
WOODSIDE,2019-07-01,"207248.23529411765","85",2019/07/01,"85",207248.24
CAWONGLA,2016-07-01,"207243.14516129033","124",2016/07/01,"124",207243.15
METFORD,2019-07-01,"207242.78509027362","1717",2019/07/01,"1717",207242.79
DALMENY,2020-07-01,"207162.08053691286","1192",2020/07/01,"1192",207162.08
UPPER BINGARA,2017-07-01,"207148.18181818182","22",2017/07/01,"22",207148.18
SOUTH GUNDAGAI,2020-07-01,"207137.47081712054","514",2020/07/01,"514",207137.47
NEWEE CREEK,2018-07-01,"207120.46391752581","194",2018/07/01,"194",207120.46
MOURQUONG,2019-07-01,"207043.66197183102","71",2019/07/01,"71",207043.66
ROSEBERRY,2017-07-01,"207040","10",2017/07/01,"10",207040.00
ROSEWOOD,2016-07-01,"207023.14999999997","280",2016/07/01,"280",207023.15
WARIALDA,2018-07-01,"206979.13661202183","915",2018/07/01,"915",206979.14
DEEP CREEK,2016-07-01,"206889.77272727271","88",2016/07/01,"88",206889.77
GILLIESTON HEIGHTS,2019-07-01,"206859.01271956385","1651",2019/07/01,"1651",206859.01
STANBRIDGE,2019-07-01,"206856.36363636359","110",2019/07/01,"110",206856.36
LITTLE WOBBY,2016-07-01,"206844.73684210528","76",2016/07/01,"76",206844.74
CHAMBIGNE,2017-07-01,"206835","48",2017/07/01,"48",206835.00
BABINDA,2016-07-01,"206829.05000000002","20",2016/07/01,"20",206829.05
KEARSLEY,2018-07-01,"206820.51575931226","349",2018/07/01,"349",206820.52
NELLIGEN,2017-07-01,"206787.80918727917","283",2017/07/01,"283",206787.81
MANNING POINT,2019-07-01,"206776.19047619047","126",2019/07/01,"126",206776.19
WINDALE,2018-07-01,"206748.95700636946","1256",2018/07/01,"1256",206748.96
RUTHERFORD,2020-07-01,"206730.10545094137","5045",2020/07/01,"5045",206730.11
COOKAMIDGERA,2018-07-01,"206727.59259259255","108",2018/07/01,"108",206727.59
WATTON,2017-07-01,"206701.66666666666","30",2017/07/01,"30",206701.67
TOMS CREEK,2018-07-01,"206680.00000000003","32",2018/07/01,"32",206680.00
BOCOBRA,2016-07-01,"206649.66666666669","30",2016/07/01,"30",206649.67
GUYRA,2020-07-01,"206607.30548730562","1221",2020/07/01,"1221",206607.31
BARNSLEY,2017-07-01,"206567.81914893613","752",2017/07/01,"752",206567.82
BILBUL,2018-07-01,"206561.6838487972","291",2018/07/01,"291",206561.68
KILLABAKH,2016-07-01,"206549.11764705883","136",2016/07/01,"136",206549.12
WATTAMONDARA,2018-07-01,"206541.95652173908","138",2018/07/01,"138",206541.96
UPPER MACDONALD,2016-07-01,"206512.96296296298","54",2016/07/01,"54",206512.96
CUMBO,2018-07-01,"206500","18",2018/07/01,"18",206500.00
WOLGAN VALLEY,2016-07-01,"206487.21311475412","61",2016/07/01,"61",206487.21
BRAUNSTONE,2017-07-01,"206478.18181818185","110",2017/07/01,"110",206478.18
YARRAHAPINNI,2016-07-01,"206389.49152542374","118",2016/07/01,"118",206389.49
YEOVAL,2017-07-01,"206331.2355212355","259",2017/07/01,"259",206331.24
BURRAGA,2016-07-01,"206293.31034482751","145",2016/07/01,"145",206293.31
UNGARIE,2017-07-01,"206200.22624434388","442",2017/07/01,"442",206200.23
PAUPONG,2017-07-01,"206200","17",2017/07/01,"17",206200.00
KUNDABUNG,2018-07-01,"206174.62121212119","264",2018/07/01,"264",206174.62
CHATSWORTH,2020-07-01,"206170.49504950494","101",2020/07/01,"101",206170.50
LIDSDALE,2017-07-01,"206159.75369458128","203",2017/07/01,"203",206159.75
CORINDI BEACH,2016-07-01,"206143.17676143374","809",2016/07/01,"809",206143.18
TARRO,2019-07-01,"206114.65","600",2019/07/01,"600",206114.65
SKILLION FLAT,2020-07-01,"206108.10810810811","37",2020/07/01,"37",206108.11
ENNGONIA,2016-07-01,"206106.67883211683","137",2016/07/01,"137",206106.68
TURLINJAH,2017-07-01,"206103.84615384616","78",2017/07/01,"78",206103.85
INGEBIRAH,2018-07-01,"206065.34090909091","88",2018/07/01,"88",206065.34
ASHBY,2018-07-01,"206060.85858585863","198",2018/07/01,"198",206060.86
KRAMBACH,2017-07-01,"206036.04761904763","210",2017/07/01,"210",206036.05
DILKOON,2019-07-01,"206027.58620689652","29",2019/07/01,"29",206027.59
LINDESAY CREEK,2016-07-01,"206020","10",2016/07/01,"10",206020.00
MILLBANK,2019-07-01,"206014.83870967745","62",2019/07/01,"62",206014.84
MILLBANK,2020-07-01,"206014.83870967739","62",2020/07/01,"62",206014.84
LIMBRI,2016-07-01,"206007.68115942029","69",2016/07/01,"69",206007.68
TEN MILE HOLLOW,2016-07-01,"206000","1",2016/07/01,"1",206000.00
WYALONG,2018-07-01,"205918.61111111115","432",2018/07/01,"432",205918.61
BIRGANBIGIL,2017-07-01,"205880.95238095237","42",2017/07/01,"42",205880.95
GOODMANS FORD,2020-07-01,"205857.39130434784","23",2020/07/01,"23",205857.39
CAMBOON,2017-07-01,"205845.94594594598","37",2017/07/01,"37",205845.95
CAMBOON,2016-07-01,"205845.94594594592","37",2016/07/01,"37",205845.95
WELBY,2016-07-01,"205805.29411764711","340",2016/07/01,"340",205805.29
PALMERS CHANNEL,2020-07-01,"205792.29729729728","74",2020/07/01,"74",205792.30
BREWARRINA,2019-07-01,"205775.1296829971","694",2019/07/01,"694",205775.13
LARGS,2016-07-01,"205757.16738197432","699",2016/07/01,"699",205757.17
CLARENCE TOWN,2016-07-01,"205731.98715415021","1012",2016/07/01,"1012",205731.99
WAITUI,2020-07-01,"205713.04347826089","46",2020/07/01,"46",205713.04
ABERCROMBIE,2020-07-01,"205706.49438202241","445",2020/07/01,"445",205706.49
CAERLEON,2020-07-01,"205688.76106194692","113",2020/07/01,"113",205688.76
GLENTHORNE,2016-07-01,"205677.39130434775","115",2016/07/01,"115",205677.39
BUNDARRA,2019-07-01,"205654.15233415237","407",2019/07/01,"407",205654.15
MISSABOTTI,2019-07-01,"205629.06474820143","139",2019/07/01,"139",205629.06
MISSABOTTI,2020-07-01,"205629.0647482014","139",2020/07/01,"139",205629.06
WOG WOG,2017-07-01,"205620","40",2017/07/01,"40",205620.00
GLEN DAVIS,2020-07-01,"205587.21925133688","187",2020/07/01,"187",205587.22
ENNGONIA,2017-07-01,"205571.50793650793","126",2017/07/01,"126",205571.51
FORDS BRIDGE,2017-07-01,"205550.45454545456","44",2017/07/01,"44",205550.45
BREDBO,2019-07-01,"205538.99999999991","230",2019/07/01,"230",205539.00
COOLONGOLOOK,2017-07-01,"205426.97841726616","278",2017/07/01,"278",205426.98
UARBRY,2016-07-01,"205364.57627118647","59",2016/07/01,"59",205364.58
BANYABBA,2020-07-01,"205357.14285714284","28",2020/07/01,"28",205357.14
COBARGO,2019-07-01,"205264.64285714296","504",2019/07/01,"504",205264.64
MYRTLE CREEK,2017-07-01,"205244.68750000003","64",2017/07/01,"64",205244.69
WARRAGAMBA DAM CATCHMENT,2018-07-01,"205157.03703703708","27",2018/07/01,"27",205157.04
PALMERS CHANNEL,2019-07-01,"205116.62162162163","74",2019/07/01,"74",205116.62
SWAN BAY,2016-07-01,"205076.22857142857","350",2016/07/01,"350",205076.23
DUCK CREEK,2016-07-01,"205021.49999999997","40",2016/07/01,"40",205021.50
BEN BULLEN,2016-07-01,"205006.338028169","71",2016/07/01,"71",205006.34
GEARYS FLAT,2016-07-01,"205000","1",2016/07/01,"1",205000.00
HEDDON GRETA,2020-07-01,"204967.98378926038","987",2020/07/01,"987",204967.98
BALD RIDGE,2019-07-01,"204964.10256410259","39",2019/07/01,"39",204964.10
COLLY BLUE,2018-07-01,"204950","18",2018/07/01,"18",204950.00
LUE,2018-07-01,"204948.73015873012","126",2018/07/01,"126",204948.73
WIRRIMAH,2017-07-01,"204929.66666666669","60",2017/07/01,"60",204929.67
MAJORS CREEK,2018-07-01,"204829.3617021277","235",2018/07/01,"235",204829.36
SANDY CROSSING,2019-07-01,"204800","10",2019/07/01,"10",204800.00
CROOKWELL,2020-07-01,"204798.12727272726","1650",2020/07/01,"1650",204798.13
ATHOLWOOD,2017-07-01,"204728.88888888891","54",2017/07/01,"54",204728.89
DALMENY,2019-07-01,"204710.90604026846","1192",2019/07/01,"1192",204710.91
EAST MAITLAND,2016-07-01,"204709.20025537367","4699",2016/07/01,"4699",204709.20
BIMBIMBIE,2017-07-01,"204700","50",2017/07/01,"50",204700.00
RAGLAN,2019-07-01,"204687.92233009706","515",2019/07/01,"515",204687.92
GUNNING,2016-07-01,"204683.82031250006","512",2016/07/01,"512",204683.82
JENOLAN,2020-07-01,"204662.5581395349","43",2020/07/01,"43",204662.56
BORA RIDGE,2020-07-01,"204652.45901639343","61",2020/07/01,"61",204652.46
CHATSWORTH,2019-07-01,"204650.19801980193","101",2019/07/01,"101",204650.20
BROADWATER,2017-07-01,"204618.83333333334","360",2017/07/01,"360",204618.83
NORTH ROTHBURY,2018-07-01,"204607.1736997056","1019",2018/07/01,"1019",204607.17
APSLEY,2017-07-01,"204600","67",2017/07/01,"67",204600.00
GOODNIGHT,2016-07-01,"204586.66666666666","60",2016/07/01,"60",204586.67
JEREMY,2019-07-01,"204580.9523809524","63",2019/07/01,"63",204580.95
WINDERMERE PARK,2016-07-01,"204501.47540983607","305",2016/07/01,"305",204501.48
CAPARRA,2019-07-01,"204495.51020408166","49",2019/07/01,"49",204495.51
ARALUEN,2020-07-01,"204476.84210526317","209",2020/07/01,"209",204476.84
WOOLOMIN,2020-07-01,"204467.76315789472","152",2020/07/01,"152",204467.76
GUNNING,2017-07-01,"204450.00000000006","478",2017/07/01,"478",204450.00
NEW BERRIMA,2016-07-01,"204439.70037453182","267",2016/07/01,"267",204439.70
SEELANDS,2016-07-01,"204431.91358024697","162",2016/07/01,"162",204431.91
KREMNOS,2018-07-01,"204379.81308411216","107",2018/07/01,"107",204379.81
MOUNT MARSH,2018-07-01,"204357.14285714284","14",2018/07/01,"14",204357.14
HOLBROOK,2016-07-01,"204355.07112253635","1167",2016/07/01,"1167",204355.07
JELLAT JELLAT,2017-07-01,"204317.14285714284","35",2017/07/01,"35",204317.14
PITNACREE,2017-07-01,"204256.25","24",2017/07/01,"24",204256.25
LANGLEY VALE,2019-07-01,"204212.85714285716","42",2019/07/01,"42",204212.86
DRIPSTONE,2016-07-01,"204164.78260869565","46",2016/07/01,"46",204164.78
LOWER PAPPINBARRA,2017-07-01,"204160.97560975607","41",2017/07/01,"41",204160.98
MOAMA,2017-07-01,"204142.1190476192","3360",2017/07/01,"3360",204142.12
ST FILLANS,2017-07-01,"204118.34862385324","109",2017/07/01,"109",204118.35
ST FILLANS,2016-07-01,"204118.34862385321","109",2016/07/01,"109",204118.35
PUTTY,2016-07-01,"204113.3495145631","206",2016/07/01,"206",204113.35
MINGOOLA,2016-07-01,"204103.33333333334","12",2016/07/01,"12",204103.33
HILLVILLE,2016-07-01,"204042.44274809159","131",2016/07/01,"131",204042.44
HEDDON GRETA,2019-07-01,"204034.85309017223","987",2019/07/01,"987",204034.85
WOOLI,2016-07-01,"204022.02797202795","429",2016/07/01,"429",204022.03
CURRAGH,2019-07-01,"204020","2",2019/07/01,"2",204020.00
THE WHITEMAN,2017-07-01,"204009.23076923075","65",2017/07/01,"65",204009.23
BORA RIDGE,2019-07-01,"203980.32786885247","61",2019/07/01,"61",203980.33
GLENREAGH,2019-07-01,"203893.29326923075","416",2019/07/01,"416",203893.29
TOONUMBAR,2016-07-01,"203892.85714285713","28",2016/07/01,"28",203892.86
GRAHAMSTOWN,2019-07-01,"203849.17808219176","73",2019/07/01,"73",203849.18
EUROBODALLA,2016-07-01,"203796.10169491524","59",2016/07/01,"59",203796.10
WILLOW TREE,2017-07-01,"203677.26495726494","234",2017/07/01,"234",203677.26
NORTH CASINO,2020-07-01,"203665.10263929615","341",2020/07/01,"341",203665.10
ULAMAMBRI,2017-07-01,"203615.10869565222","92",2017/07/01,"92",203615.11
UPPER MONGOGARIE,2016-07-01,"203595.65217391305","23",2016/07/01,"23",203595.65
HENTY,2018-07-01,"203593.59763313623","845",2018/07/01,"845",203593.60
WHITTON,2019-07-01,"203547.69491525428","295",2019/07/01,"295",203547.69
WANDELLA,2016-07-01,"203537.50000000003","92",2016/07/01,"92",203537.50
WALLAGA LAKE,2017-07-01,"203517.89473684208","380",2017/07/01,"380",203517.89
SOUTH ALBURY,2018-07-01,"203430.22408963591","714",2018/07/01,"714",203430.22
TOOTHDALE,2018-07-01,"203423.55263157896","76",2018/07/01,"76",203423.55
BROGO,2018-07-01,"203422.68608414239","309",2018/07/01,"309",203422.69
WIRRIMBI,2017-07-01,"203422.03389830509","59",2017/07/01,"59",203422.03
KREMNOS,2020-07-01,"203394.90909090909","110",2020/07/01,"110",203394.91
BULLAWA CREEK,2018-07-01,"203380.00000000003","60",2018/07/01,"60",203380.00
LISMORE,2018-07-01,"203318.24157624223","1751",2018/07/01,"1751",203318.24
PINE VALLEY,2019-07-01,"203307.69230769231","13",2019/07/01,"13",203307.69
DUBBO,2020-07-01,"203293.47340997896","17657",2020/07/01,"17657",203293.47
CAMS WHARF,2020-07-01,"203275.31690140846","284",2020/07/01,"284",203275.32
SALLYS FLAT,2020-07-01,"203245.45454545453","22",2020/07/01,"22",203245.45
CUNDLETOWN,2020-07-01,"203235.96871239491","831",2020/07/01,"831",203235.97
YIPPIN CREEK,2020-07-01,"203201.71673819746","233",2020/07/01,"233",203201.72
SANDY CROSSING,2020-07-01,"203200","10",2020/07/01,"10",203200.00
NULLICA,2017-07-01,"203197.05882352943","17",2017/07/01,"17",203197.06
WAUCHOPE,2017-07-01,"203192.98557158705","2703",2017/07/01,"2703",203192.99
MANNING POINT,2018-07-01,"203188","125",2018/07/01,"125",203188.00
CARRS ISLAND,2017-07-01,"203142.85714285716","7",2017/07/01,"7",203142.86
EAST JINDABYNE,2017-07-01,"203133.45833333328","480",2017/07/01,"480",203133.46
TENAMBIT,2019-07-01,"203085.47518923477","1189",2019/07/01,"1189",203085.48
CADGEE,2016-07-01,"203052.38095238095","21",2016/07/01,"21",203052.38
JOHNS RIVER,2016-07-01,"203042.52941176467","170",2016/07/01,"170",203042.53
GANMAIN,2018-07-01,"203016.42036124796","609",2018/07/01,"609",203016.42
BUNGULLA,2020-07-01,"203000","2",2020/07/01,"2",203000.00
YALWAL,2019-07-01,"202972.72727272726","11",2019/07/01,"11",202972.73
MOUNT VICTORIA,2019-07-01,"202967.03143189763","859",2019/07/01,"859",202967.03
PERTHVILLE,2016-07-01,"202956.23076923078","260",2016/07/01,"260",202956.23
GOONOO FOREST,2017-07-01,"202909.09090909091","11",2017/07/01,"11",202909.09
UPPER COPMANHURST,2018-07-01,"202875.45454545453","55",2018/07/01,"55",202875.45
ARDLETHAN,2018-07-01,"202857.34341252685","463",2018/07/01,"463",202857.34
SURFSIDE,2018-07-01,"202814.00257400263","777",2018/07/01,"777",202814.00
KINGS POINT,2016-07-01,"202813.00000000012","330",2016/07/01,"330",202813.00
DARUKA,2016-07-01,"202795.42253521128","284",2016/07/01,"284",202795.42
NEW ITALY,2019-07-01,"202755.83333333334","120",2019/07/01,"120",202755.83
CORANG,2017-07-01,"202745.45454545456","22",2017/07/01,"22",202745.45
GORMANS HILL,2019-07-01,"202743.56435643564","303",2019/07/01,"303",202743.56
KOONAWARRA,2017-07-01,"202730.08070432878","1363",2017/07/01,"1363",202730.08
KUNGHUR,2016-07-01,"202729.16666666672","72",2016/07/01,"72",202729.17
NAUGHTONS GAP,2018-07-01,"202689.58333333331","48",2018/07/01,"48",202689.58
WOOMBAH,2018-07-01,"202641.01098901092","455",2018/07/01,"455",202641.01
PERRYS CROSSING,2018-07-01,"202636.36363636365","11",2018/07/01,"11",202636.36
SURF BEACH,2017-07-01,"202631.70275590557","1016",2017/07/01,"1016",202631.70
ROSSGLEN,2017-07-01,"202620.83333333331","24",2017/07/01,"24",202620.83
TARALGA,2016-07-01,"202568.31295843521","409",2016/07/01,"409",202568.31
LEMON TREE PASSAGE,2017-07-01,"202540.48762190549","1333",2017/07/01,"1333",202540.49
ORANGE,2019-07-01,"202500.98113420713","17704",2019/07/01,"17704",202500.98
CAPARRA,2018-07-01,"202495.306122449","49",2018/07/01,"49",202495.31
ALECTOWN,2016-07-01,"202460.22058823524","136",2016/07/01,"136",202460.22
BORAMBIL,2017-07-01,"202456.25","16",2017/07/01,"16",202456.25
HEDDON GRETA,2017-07-01,"202407.45870393905","787",2017/07/01,"787",202407.46
BUMBALONG,2017-07-01,"202404.16666666666","24",2017/07/01,"24",202404.17
NABIAC,2016-07-01,"202399.755351682","654",2016/07/01,"654",202399.76
YALWAL,2020-07-01,"202386.36363636365","11",2020/07/01,"11",202386.36
NELLIGEN,2016-07-01,"202366.60899653978","289",2016/07/01,"289",202366.61
BURRANGONG,2018-07-01,"202308.02919708026","137",2018/07/01,"137",202308.03
WATANOBBI,2017-07-01,"202290.97906819708","1481",2017/07/01,"1481",202290.98
WILLIGOBUNG,2016-07-01,"202281","30",2016/07/01,"30",202281.00
ALLWORTH,2019-07-01,"202273.33333333334","117",2019/07/01,"117",202273.33
RILEYS HILL,2020-07-01,"202259.99999999997","80",2020/07/01,"80",202260.00
WINDERA,2017-07-01,"202255.20833333331","96",2017/07/01,"96",202255.21
BALD HILLS,2018-07-01,"202239.68253968257","126",2018/07/01,"126",202239.68
WYONGAH,2016-07-01,"202223.63281250003","768",2016/07/01,"768",202223.63
EUGOWRA,2018-07-01,"202219.09926470576","544",2018/07/01,"544",202219.10
TENAMBIT,2018-07-01,"202214.94067796608","1180",2018/07/01,"1180",202214.94
HEDDON GRETA,2018-07-01,"202183.96825396825","819",2018/07/01,"819",202183.97
VALLA BEACH,2016-07-01,"202090.77170418","622",2016/07/01,"622",202090.77
