SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
STROUD HILL,2020-07-01,"460238.09523809521","21",2020/07/01,"21",460238.10
SHOALHAVEN HEADS,2019-07-01,"460220.1365461846","1245",2019/07/01,"1245",460220.14
BOAMBOLO,2017-07-01,"460153.84615384613","13",2017/07/01,"13",460153.85
SPRINGSIDE,2017-07-01,"460148.19819819822","111",2017/07/01,"111",460148.20
HAYSTACK,2017-07-01,"460127.27272727276","11",2017/07/01,"11",460127.27
MELINGA,2020-07-01,"460092.85714285722","56",2020/07/01,"56",460092.86
SHOALHAVEN HEADS,2020-07-01,"460054.67469879519","1245",2020/07/01,"1245",460054.67
MILTON,2018-07-01,"460015.52238805959","804",2018/07/01,"804",460015.52
ALSTONVALE,2017-07-01,"459857.27272727276","154",2017/07/01,"154",459857.27
QUIALIGO,2019-07-01,"459819.88135593216","177",2019/07/01,"177",459819.88
OAKLANDS,2020-07-01,"459756.40211640205","378",2020/07/01,"378",459756.40
SHELL COVE,2016-07-01,"459753.97270659596","2638",2016/07/01,"2638",459753.97
LOGIE BRAE,2020-07-01,"459726.59574468085","47",2020/07/01,"47",459726.60
NELSONS PLAINS,2020-07-01,"459613.03278688528","122",2020/07/01,"122",459613.03
MIRROOL,2020-07-01,"459612.91666666663","96",2020/07/01,"96",459612.92
COBBORA,2016-07-01,"459567.29729729722","37",2016/07/01,"37",459567.30
TALLIMBA,2017-07-01,"459551.26315789472","152",2017/07/01,"152",459551.26
CLAREMONT MEADOWS,2020-07-01,"459378.65256797575","1655",2020/07/01,"1655",459378.65
FAULKLAND,2017-07-01,"459313.72549019608","51",2017/07/01,"51",459313.73
GLANMIRE,2016-07-01,"459299.58904109593","73",2016/07/01,"73",459299.59
YERONG CREEK,2019-07-01,"459257.56862745091","255",2019/07/01,"255",459257.57
MIRROOL,2019-07-01,"459196.25000000006","96",2019/07/01,"96",459196.25
BURRIER,2020-07-01,"459151.25","32",2020/07/01,"32",459151.25
LORDS HILL,2017-07-01,"459086.42857142852","14",2017/07/01,"14",459086.43
TUMBI UMBI,2018-07-01,"459069.84865470859","1784",2018/07/01,"1784",459069.85
GLENELLEN,2019-07-01,"459034.66666666669","45",2019/07/01,"45",459034.67
EVIRON,2020-07-01,"458993.73626373638","91",2020/07/01,"91",458993.74
LARBERT,2017-07-01,"458802.77777777775","36",2017/07/01,"36",458802.78
GILGUNNIA,2018-07-01,"458740","10",2018/07/01,"10",458740.00
UPPER DUROBY,2016-07-01,"458729.16666666663","48",2016/07/01,"48",458729.17
COCKWHY,2018-07-01,"458727.27272727271","11",2018/07/01,"11",458727.27
NEW LAMBTON HEIGHTS,2017-07-01,"458641.65137614676","981",2017/07/01,"981",458641.65
FARRANTS HILL,2017-07-01,"458621.27659574471","47",2017/07/01,"47",458621.28
CALGA,2016-07-01,"458588.0701754386","57",2016/07/01,"57",458588.07
ELDERSLIE,2017-07-01,"458531.08584868704","2551",2017/07/01,"2551",458531.09
MOUNT WARNING,2017-07-01,"458515.15151515149","33",2017/07/01,"33",458515.15
JACKADGERY,2019-07-01,"458504.60317460319","63",2019/07/01,"63",458504.60
SEXTONVILLE,2017-07-01,"458466.66666666669","15",2017/07/01,"15",458466.67
SOUTH BALLINA,2018-07-01,"458316.66666666674","18",2018/07/01,"18",458316.67
LITTLE RIVER,2018-07-01,"458271.05263157893","38",2018/07/01,"38",458271.05
MCLEANS RIDGES,2020-07-01,"458261.64874551981","279",2020/07/01,"279",458261.65
TRIANGLE FLAT,2017-07-01,"458198.57142857148","63",2017/07/01,"63",458198.57
THREDBO,2018-07-01,"458168.53035143757","313",2018/07/01,"313",458168.53
THREDBO,2020-07-01,"458158.94568690093","313",2020/07/01,"313",458158.95
THREDBO,2019-07-01,"458158.94568690087","313",2019/07/01,"313",458158.95
SARATOGA,2020-07-01,"458076.38451443554","1524",2020/07/01,"1524",458076.38
BAKERS CREEK,2020-07-01,"458006.45161290321","62",2020/07/01,"62",458006.45
KINCUMBER SOUTH,2017-07-01,"458005.57894736843","95",2017/07/01,"95",458005.58
KOREELAH,2016-07-01,"457980.28985507245","69",2016/07/01,"69",457980.29
GERRINGONG,2017-07-01,"457964.94314781571","1671",2017/07/01,"1671",457964.94
GILLENBAH,2016-07-01,"457928.92857142852","84",2016/07/01,"84",457928.93
LINDENDALE,2016-07-01,"457857.68518518517","108",2016/07/01,"108",457857.69
WHITLOW,2017-07-01,"457840.90909090906","22",2017/07/01,"22",457840.91
MOSS VALE,2020-07-01,"457822.24254090473","4156",2020/07/01,"4156",457822.24
UPPER MAIN ARM,2019-07-01,"457813.85542168678","83",2019/07/01,"83",457813.86
COBAKI,2017-07-01,"457805.9375","64",2017/07/01,"64",457805.94
LINDESAY,2018-07-01,"457680","25",2018/07/01,"25",457680.00
PINNACLE SWAMP,2019-07-01,"457658.82352941175","17",2019/07/01,"17",457658.82
CHERRY TREE HILL,2017-07-01,"457518.70967741933","31",2017/07/01,"31",457518.71
BROOMS HEAD,2019-07-01,"457505.93406593404","182",2019/07/01,"182",457505.93
FOSTERS VALLEY,2017-07-01,"457487.72727272724","44",2017/07/01,"44",457487.73
OLD STATION,2016-07-01,"457458.125","16",2016/07/01,"16",457458.13
OLD STATION,2017-07-01,"457458.125","16",2017/07/01,"16",457458.13
MIDDLETON GRANGE,2016-07-01,"457255.08571428567","2100",2016/07/01,"2100",457255.09
MARLOWE,2018-07-01,"457236.84210526315","19",2018/07/01,"19",457236.84
ROUGHIT,2019-07-01,"457225","40",2019/07/01,"40",457225.00
MINTO,2016-07-01,"457191.28760529391","4155",2016/07/01,"4155",457191.29
MURRAH,2017-07-01,"457077.27272727271","66",2017/07/01,"66",457077.27
LERIDA,2017-07-01,"457066.5","20",2017/07/01,"20",457066.50
BOSTOBRICK,2018-07-01,"457045.2054794521","73",2018/07/01,"73",457045.21
MEERSCHAUM VALE,2019-07-01,"456919.85815602826","141",2019/07/01,"141",456919.86
ROSEDALE,2018-07-01,"456912.17665615137","317",2018/07/01,"317",456912.18
CRABBES CREEK,2017-07-01,"456840.67796610174","118",2017/07/01,"118",456840.68
THE LAGOON,2018-07-01,"456759.28571428574","126",2018/07/01,"126",456759.29
TWELVE MILE,2018-07-01,"456725.33333333331","45",2018/07/01,"45",456725.33
WALDEGRAVE,2016-07-01,"456710.73333333334","15",2016/07/01,"15",456710.73
LAKE BATHURST,2019-07-01,"456674.02597402612","154",2019/07/01,"154",456674.03
GOCUP,2018-07-01,"456670.69444444438","72",2018/07/01,"72",456670.69
EUNGELLA,2017-07-01,"456551.16279069765","86",2017/07/01,"86",456551.16
BEDGERABONG,2019-07-01,"456463.02083333331","96",2019/07/01,"96",456463.02
BATEAU BAY,2018-07-01,"456235.20516889595","4411",2018/07/01,"4411",456235.21
REEDY CREEK,2020-07-01,"456184.18918918917","74",2020/07/01,"74",456184.19
ARDING,2016-07-01,"456115.50000000006","80",2016/07/01,"80",456115.50
TERRAGON,2018-07-01,"456108.10810810805","37",2018/07/01,"37",456108.11
OXLEY ISLAND,2018-07-01,"455835.82089552231","134",2018/07/01,"134",455835.82
COCKWHY,2019-07-01,"455818.18181818182","11",2019/07/01,"11",455818.18
COCKWHY,2020-07-01,"455818.18181818182","11",2020/07/01,"11",455818.18
TERARA,2016-07-01,"455648.46153846162","104",2016/07/01,"104",455648.46
DEER VALE,2019-07-01,"455643.80952380958","105",2019/07/01,"105",455643.81
TALLAWANG,2019-07-01,"455622.78260869568","115",2019/07/01,"115",455622.78
OAKDALE,2016-07-01,"455595.82806573965","791",2016/07/01,"791",455595.83
GARRA,2019-07-01,"455578.57142857142","56",2019/07/01,"56",455578.57
MORANS CROSSING,2020-07-01,"455573.54838709679","31",2020/07/01,"31",455573.55
MORANS CROSSING,2019-07-01,"455573.54838709673","31",2019/07/01,"31",455573.55
LAKE ILLAWARRA,2018-07-01,"455412.32094288303","1103",2018/07/01,"1103",455412.32
DANGAR ISLAND,2020-07-01,"455392.34234234242","222",2020/07/01,"222",455392.34
CARRATHOOL,2016-07-01,"455376.1","220",2016/07/01,"220",455376.10
PIAMBONG,2020-07-01,"455294.20560747659","107",2020/07/01,"107",455294.21
FERNBROOK,2017-07-01,"455235.1724137931","58",2017/07/01,"58",455235.17
ELVINA BAY,2017-07-01,"455224.65753424668","73",2017/07/01,"73",455224.66
MORUNDAH,2017-07-01,"455221.62037037045","108",2017/07/01,"108",455221.62
AVONDALE,2020-07-01,"455165.99634369271","547",2020/07/01,"547",455166.00
BELLAMBI,2019-07-01,"455164.62555066048","1362",2019/07/01,"1362",455164.63
BUSBY,2018-07-01,"455153.911382735","1309",2018/07/01,"1309",455153.91
CROWDY HEAD,2016-07-01,"455150.60240963846","83",2016/07/01,"83",455150.60
KEITH HALL,2017-07-01,"455124.59016393445","61",2017/07/01,"61",455124.59
ELVINA BAY,2020-07-01,"455092","75",2020/07/01,"75",455092.00
SPRING TERRACE,2017-07-01,"455091.07142857136","56",2017/07/01,"56",455091.07
DEER VALE,2018-07-01,"455073.076923077","104",2018/07/01,"104",455073.08
SHADFORTH,2017-07-01,"455064.86486486479","37",2017/07/01,"37",455064.86
COPACABANA,2016-07-01,"455019.10478834156","1441",2016/07/01,"1441",455019.10
CARRABOLLA,2016-07-01,"454994.73684210534","38",2016/07/01,"38",454994.74
URALBA,2017-07-01,"454978.14432989684","97",2017/07/01,"97",454978.14
KEMBLA GRANGE,2016-07-01,"454934.93769470422","642",2016/07/01,"642",454934.94
MULLUMBIMBY CREEK,2016-07-01,"454908.37837837834","185",2016/07/01,"185",454908.38
GREEN VALLEY,2019-07-01,"454904.16713881033","3530",2019/07/01,"3530",454904.17
PALMERS OAKY,2020-07-01,"454881.22807017545","57",2020/07/01,"57",454881.23
BOSSLEY PARK,2016-07-01,"454876.78404850716","4288",2016/07/01,"4288",454876.78
MILTON,2019-07-01,"454862.15547703172","849",2019/07/01,"849",454862.16
PHOENIX PARK,2019-07-01,"454815.85365853657","41",2019/07/01,"41",454815.85
BAW BAW,2020-07-01,"454725.28735632182","87",2020/07/01,"87",454725.29
BREELONG,2019-07-01,"454641.42857142858","49",2019/07/01,"49",454641.43
SOMERTON,2017-07-01,"454583.44827586209","145",2017/07/01,"145",454583.45
WATERVIEW,2019-07-01,"454538.4615384615","26",2019/07/01,"26",454538.46
JINGELLIC,2019-07-01,"454515.06024096382","83",2019/07/01,"83",454515.06
MT RIVERS,2017-07-01,"454499.99999999994","24",2017/07/01,"24",454500.00
TAYLORS BEACH,2020-07-01,"454495.65217391297","138",2020/07/01,"138",454495.65
MITCHELLS FLAT,2020-07-01,"454441.08433734946","83",2020/07/01,"83",454441.08
WALLAMORE,2016-07-01,"454428.57142857148","35",2016/07/01,"35",454428.57
BUCHANAN,2018-07-01,"454428.57142857142","84",2018/07/01,"84",454428.57
ELVINA BAY,2018-07-01,"454416.43835616444","73",2018/07/01,"73",454416.44
BRUCEDALE,2017-07-01,"454401.44578313257","83",2017/07/01,"83",454401.45
EUROLEY,2016-07-01,"454391.12121212116","66",2016/07/01,"66",454391.12
ROBERTSON,2016-07-01,"454351.04594330431","1023",2016/07/01,"1023",454351.05
CAMDEN SOUTH,2019-07-01,"454253.56181150553","1634",2019/07/01,"1634",454253.56
FRYING PAN,2019-07-01,"454224.4444444445","9",2019/07/01,"9",454224.44
UPPER MAIN ARM,2018-07-01,"454191.97530864197","81",2018/07/01,"81",454191.98
MELLOOL,2019-07-01,"454174","45",2019/07/01,"45",454174.00
MELLOOL,2020-07-01,"454174","45",2020/07/01,"45",454174.00
PEJAR,2016-07-01,"454117.70370370371","54",2016/07/01,"54",454117.70
UPPER TOOLOOM,2020-07-01,"454109.52380952385","42",2020/07/01,"42",454109.52
SARATOGA,2018-07-01,"453974.71090670163","1522",2018/07/01,"1522",453974.71
EMPIRE BAY,2020-07-01,"453944.53213077766","887",2020/07/01,"887",453944.53
IRYMPLE,2019-07-01,"453875","8",2019/07/01,"8",453875.00
MURRAMI,2020-07-01,"453836.43564356444","202",2020/07/01,"202",453836.44
CAMDEN SOUTH,2020-07-01,"453808.64137086889","1634",2020/07/01,"1634",453808.64
LONG JETTY,2017-07-01,"453697.70470937662","2357",2017/07/01,"2357",453697.70
UPPER TOOLOOM,2019-07-01,"453657.1428571429","42",2019/07/01,"42",453657.14
POINT CLARE,2018-07-01,"453571.43478260859","1380",2018/07/01,"1380",453571.43
CAMDEN PARK,2019-07-01,"453560.42151162797","688",2019/07/01,"688",453560.42
SHOALHAVEN HEADS,2018-07-01,"453557.5525040389","1238",2018/07/01,"1238",453557.55
BINGLEBURRA,2017-07-01,"453448.57142857148","35",2017/07/01,"35",453448.57
MONKERAI,2016-07-01,"453251.64383561641","73",2016/07/01,"73",453251.64
DYRRING,2019-07-01,"453243.90243902442","41",2019/07/01,"41",453243.90
BYWONG,2016-07-01,"453207.510288066","486",2016/07/01,"486",453207.51
SOLDIERS POINT,2016-07-01,"453158.22580645187","682",2016/07/01,"682",453158.23
COMMISSIONERS CREEK,2018-07-01,"453040","25",2018/07/01,"25",453040.00
COMMISSIONERS CREEK,2019-07-01,"453039.99999999994","25",2019/07/01,"25",453040.00
LEONAY,2020-07-01,"452995.91008771921","912",2020/07/01,"912",452995.91
BAKERS CREEK,2019-07-01,"452990.32258064515","62",2019/07/01,"62",452990.32
MYALL PARK,2020-07-01,"452955.79831932776","119",2020/07/01,"119",452955.80
TREGEAGLE,2018-07-01,"452955.375","160",2018/07/01,"160",452955.38
OURIMBAH,2018-07-01,"452912.36259814404","1401",2018/07/01,"1401",452912.36
MOSS VALE,2017-07-01,"452725.47619047645","3906",2017/07/01,"3906",452725.48
QUEANBEYAN EAST,2017-07-01,"452723.43053173268","1166",2017/07/01,"1166",452723.43
MAYFIELD WEST,2020-07-01,"452687.2451456312","824",2020/07/01,"824",452687.25
PAGES RIVER,2017-07-01,"452600","5",2017/07/01,"5",452600.00
BALD NOB,2016-07-01,"452589.28571428574","14",2016/07/01,"14",452589.29
KANIMBLA,2018-07-01,"452578.9256198348","121",2018/07/01,"121",452578.93
MYOLA,2019-07-01,"452542.4675324675","77",2019/07/01,"77",452542.47
MARKS POINT,2017-07-01,"452507.53719008266","605",2017/07/01,"605",452507.54
EIGHTEEN MILE,2020-07-01,"452500","9",2020/07/01,"9",452500.00
LONG JETTY,2020-07-01,"452467.64656964672","2405",2020/07/01,"2405",452467.65
BILAMBIL,2020-07-01,"452430.00000000006","150",2020/07/01,"150",452430.00
GREENLEIGH,2018-07-01,"452393.08943089435","246",2018/07/01,"246",452393.09
EIGHTEEN MILE,2019-07-01,"452388.88888888888","9",2019/07/01,"9",452388.89
BUSBY,2017-07-01,"452308.69931140007","1307",2017/07/01,"1307",452308.70
MAULES CREEK,2019-07-01,"452297.36263736262","91",2019/07/01,"91",452297.36
BLACKSMITHS,2020-07-01,"452289.75871313672","746",2020/07/01,"746",452289.76
NARRAWALLEE,2018-07-01,"452268.69816779182","1037",2018/07/01,"1037",452268.70
MERYLA,2017-07-01,"452210.52631578944","19",2017/07/01,"19",452210.53
CARTWRIGHT,2018-07-01,"452181.18195956456","643",2018/07/01,"643",452181.18
WANGANELLA,2018-07-01,"452006.76923076925","65",2018/07/01,"65",452006.77
CAMDEN PARK,2020-07-01,"451955.62499999994","688",2020/07/01,"688",451955.62
BALLINA,2018-07-01,"451918.30462466512","2984",2018/07/01,"2984",451918.30
ALLYNBROOK,2017-07-01,"451876.6","50",2017/07/01,"50",451876.60
OAK FLATS,2020-07-01,"451870.806875242","2589",2020/07/01,"2589",451870.81
ISLINGTON,2018-07-01,"451809.21864211705","869",2018/07/01,"869",451809.22
EVIRON,2019-07-01,"451751.75824175827","91",2019/07/01,"91",451751.76
LALOR PARK,2020-07-01,"451716.52425778419","2762",2020/07/01,"2762",451716.52
JACKADGERY,2020-07-01,"451690.3174603174","63",2020/07/01,"63",451690.32
METZ,2017-07-01,"451659.18032786879","61",2017/07/01,"61",451659.18
EVIRON,2018-07-01,"451641.02272727282","88",2018/07/01,"88",451641.02
PLEASANT HILLS,2018-07-01,"451623.29032258043","155",2018/07/01,"155",451623.29
TAHMOOR,2019-07-01,"451546.04405286326","2270",2019/07/01,"2270",451546.04
SINGLETONS MILL,2017-07-01,"451457.14285714284","7",2017/07/01,"7",451457.14
WAKEFIELD,2017-07-01,"451438.09523809521","63",2017/07/01,"63",451438.10
POTTSVILLE,2019-07-01,"451397.90355537395","2447",2019/07/01,"2447",451397.90
O'CONNELL,2020-07-01,"451333.16151202738","291",2020/07/01,"291",451333.16
BUDDEN,2017-07-01,"451304.34782608692","23",2017/07/01,"23",451304.35
MOUNT FAIRY,2019-07-01,"451246.53846153838","130",2019/07/01,"130",451246.54
MOGRANI,2018-07-01,"451238.09523809521","21",2018/07/01,"21",451238.10
BALACLAVA,2020-07-01,"451229.794238683","243",2020/07/01,"243",451229.79
BUNGARRIBEE,2017-07-01,"451204.24757281557","824",2017/07/01,"824",451204.25
EIGHTEEN MILE,2018-07-01,"451166.66666666669","9",2018/07/01,"9",451166.67
BELLAMBI,2018-07-01,"451017.55342667678","1357",2018/07/01,"1357",451017.55
WANGANUI,2020-07-01,"451000","18",2020/07/01,"18",451000.00
CHERRY TREE HILL,2016-07-01,"450853.75","32",2016/07/01,"32",450853.75
WATERVIEW,2020-07-01,"450846.15384615387","26",2020/07/01,"26",450846.15
GUMBLE,2017-07-01,"450821.06382978713","47",2017/07/01,"47",450821.06
TAMWORTH,2016-07-01,"450730.06535947724","459",2016/07/01,"459",450730.07
BRUNKERVILLE,2019-07-01,"450638.12499999994","80",2019/07/01,"80",450638.12
KAHIBAH,2020-07-01,"450557.08428246033","878",2020/07/01,"878",450557.08
OLD JUNEE,2017-07-01,"450546.22857142851","175",2017/07/01,"175",450546.23
GURRUNDAH,2016-07-01,"450508.10810810816","74",2016/07/01,"74",450508.11
MOUNT OLIVE,2019-07-01,"450417.44680851069","94",2019/07/01,"94",450417.45
MORVEN,2018-07-01,"450400.7894736841","114",2018/07/01,"114",450400.79
GLEN WARD,2017-07-01,"450390.90909090906","11",2017/07/01,"11",450390.91
WATERFALL,2019-07-01,"450226.55339805828","206",2019/07/01,"206",450226.55
LOWER BELFORD,2018-07-01,"450146.23287671234","146",2018/07/01,"146",450146.23
BLACK MOUNTAIN,2016-07-01,"450146.14942528738","174",2016/07/01,"174",450146.15
GREENWICH PARK,2020-07-01,"450091.2","125",2020/07/01,"125",450091.20
BRUMBY PLAINS,2016-07-01,"450000","1",2016/07/01,"1",450000.00
GURRUNDA,2018-07-01,"450000","1",2018/07/01,"1",450000.00
GOAT ISLAND,2019-07-01,"450000","1",2019/07/01,"1",450000.00
GOAT ISLAND,2020-07-01,"450000","1",2020/07/01,"1",450000.00
DAVISTOWN,2017-07-01,"449996.21420996817","943",2017/07/01,"943",449996.21
EUABALONG,2020-07-01,"449985.56818181818","176",2020/07/01,"176",449985.57
SAWTELL,2018-07-01,"449945.46676096215","1414",2018/07/01,"1414",449945.47
SAWTELL,2019-07-01,"449841.881118881","1430",2019/07/01,"1430",449841.88
DOONSIDE,2020-07-01,"449785.87242893485","4327",2020/07/01,"4327",449785.87
APPLEBY,2016-07-01,"449768.75","16",2016/07/01,"16",449768.75
GRABBEN GULLEN,2020-07-01,"449664.3902439024","164",2020/07/01,"164",449664.39
OAK FLATS,2018-07-01,"449606.50215432874","2553",2018/07/01,"2553",449606.50
KERRIGUNDI,2018-07-01,"449485","20",2018/07/01,"20",449485.00
BUMBALDRY,2020-07-01,"449452.59541984741","131",2020/07/01,"131",449452.60
LOSTOCK,2018-07-01,"449394.59459459456","37",2018/07/01,"37",449394.59
WOY WOY,2020-07-01,"449387.57812500029","3840",2020/07/01,"3840",449387.58
BALGOWNIE,2017-07-01,"449359.87327823706","1815",2017/07/01,"1815",449359.87
QUIDONG,2016-07-01,"449216.66666666674","12",2016/07/01,"12",449216.67
LAUGHTONDALE,2020-07-01,"449210.47619047615","63",2020/07/01,"63",449210.48
BOSTOBRICK,2019-07-01,"449188.88888888893","81",2019/07/01,"81",449188.89
MILBRULONG,2017-07-01,"449122.41666666663","120",2017/07/01,"120",449122.42
BARDIA,2018-07-01,"449101.8236914603","1815",2018/07/01,"1815",449101.82
BANGO,2017-07-01,"449073.47826086951","69",2017/07/01,"69",449073.48
SPRINGSIDE,2016-07-01,"448963.99130434776","115",2016/07/01,"115",448963.99
TYRINGHAM,2019-07-01,"448930.92105263157","76",2019/07/01,"76",448930.92
CALOOLA,2017-07-01,"448863.24324324331","37",2017/07/01,"37",448863.24
TYRINGHAM,2018-07-01,"448825.6578947368","76",2018/07/01,"76",448825.66
PEARCES CREEK,2017-07-01,"448781.25","64",2017/07/01,"64",448781.25
EMPIRE VALE,2020-07-01,"448732.80373831774","107",2020/07/01,"107",448732.80
FINGAL BAY,2019-07-01,"448657.33900364512","823",2019/07/01,"823",448657.34
GLEN ALPINE,2020-07-01,"448586.09660574386","1532",2020/07/01,"1532",448586.10
NELUNGALOO,2018-07-01,"448545.71428571426","35",2018/07/01,"35",448545.71
SIMPKINS CREEK,2017-07-01,"448538.4615384615","13",2017/07/01,"13",448538.46
OAKHAMPTON HEIGHTS,2019-07-01,"448454.54545454547","44",2019/07/01,"44",448454.55
PARKLEA,2016-07-01,"448428.344370861","604",2016/07/01,"604",448428.34
TWO MILE FLAT,2020-07-01,"448300.00000000006","42",2020/07/01,"42",448300.00
ROWAN,2017-07-01,"448215.15151515155","33",2017/07/01,"33",448215.15
PATCHS BEACH,2018-07-01,"448193.54838709673","31",2018/07/01,"31",448193.55
CHITTAWAY POINT,2017-07-01,"448170.80103359168","387",2017/07/01,"387",448170.80
DOONSIDE,2018-07-01,"448096.73464658187","4315",2018/07/01,"4315",448096.73
BANGALOW,2016-07-01,"448024.59706959728","1092",2016/07/01,"1092",448024.60
CAMDEN PARK,2016-07-01,"447901.94767441862","688",2016/07/01,"688",447901.95
EAST BALLINA,2017-07-01,"447853.6858804868","1891",2017/07/01,"1891",447853.69
CATHERINE HILL BAY,2016-07-01,"447734.9847908747","526",2016/07/01,"526",447734.98
WILLBRIGGIE,2017-07-01,"447683.33333333337","72",2017/07/01,"72",447683.33
BARMEDMAN,2020-07-01,"447644.81675392663","382",2020/07/01,"382",447644.82
MELONBA,2019-07-01,"447565.65656565654","297",2019/07/01,"297",447565.66
MELONBA,2020-07-01,"447565.65656565648","297",2020/07/01,"297",447565.66
GUNDAROO,2017-07-01,"447454.12631578941","475",2017/07/01,"475",447454.13
KAMARAH,2018-07-01,"447428.57142857148","70",2018/07/01,"70",447428.57
